StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q5,Q62_First Click,Q62_Last Click,Q62_Page Submit,Q62_Click Count,va_f_1,va_c_f_1,Q13_First Click,Q13_Last Click,Q13_Page Submit,Q13_Click Count,gm_f_1,gm_c_f_1,Q63_First Click,Q63_Last Click,Q63_Page Submit,Q63_Click Count,ab_f_1,ab_c_f_1,Q65_First Click,Q65_Last Click,Q65_Page Submit,Q65_Click Count,pb_f_1,pb_c_f_1,Q64_First Click,Q64_Last Click,Q64_Page Submit,Q64_Click Count,sa_f_1,sa_c_f_1,Q67_First Click,Q67_Last Click,Q67_Page Submit,Q67_Click Count,br_f_1,br_c_f_1,Q66_First Click,Q66_Last Click,Q66_Page Submit,Q66_Click Count,su_f_1,su_c_f_1,Q68_First Click,Q68_Last Click,Q68_Page Submit,Q68_Click Count,su_n_1,su_c_n_1,Q69_First Click,Q69_Last Click,Q69_Page Submit,Q69_Click Count,ab_n_1,ab_c_n_1,Q70_First Click,Q70_Last Click,Q70_Page Submit,Q70_Click Count,va_n_1,va_c_n_1,Q71_First Click,Q71_Last Click,Q71_Page Submit,Q71_Click Count,gm_n_1,gm_c_n_1,Q72_First Click,Q72_Last Click,Q72_Page Submit,Q72_Click Count,sa_n_1,sa_c_n_1,Q73_First Click,Q73_Last Click,Q73_Page Submit,Q73_Click Count,br_n_1,br_c_n_1,Q74_First Click,Q74_Last Click,Q74_Page Submit,Q74_Click Count,pb_n_1,pb_c_n_1,gender,age,religion,education,politics_1,politics_2,Q79,PROLIFIC_PID,STUDY_ID
2021-08-08 21:07:44,2021-08-08 21:09:55,0,82.16.45.237,100,130,1,2021-08-08 21:09:55,R_3oF4JmCJoxBlqbc,,,,,51.582794189453125,-0.3448028564453125,anonymous,EN-GB,1,4.349,5.841,6.839,2,36,72,3.34,4.466,5.139,2,24,80,2.828,5.4,6.302,3,70,73,4.878,6.298,6.868,2,81,99,6.036,12.547,13.173,3,29,82,2.671,4.193,4.697,3,68,65,2.86,4.248,5.046,2,67,68,5.066,6.028,6.74,2,73,69,3.383,4.514,5.239,2,55,57,6.87,9.698,10.146,5,43,70,2.545,3.777,4.403,2,74,56,5.218,6.227,6.951,2,43,44,3.588,4.535,5.578,2,45,41,6.767,8.037,9.157,2,69,70,2,22,5,4,6,6,60611f3b49d037e9cff3f876,60611f3b49d037e9cff3f876,610fa0817bba062b1fb158c5
2021-08-08 21:14:58,2021-08-08 21:18:12,0,81.153.27.188,100,194,1,2021-08-08 21:18:12,R_shYCGKzAk3UIUZb,,,,,51.7344970703125,-3.4835052490234375,anonymous,EN-GB,1,5.475,7.85,8.561,3,0,100,4.406,7.056,7.781,3,92,100,4.084,6.837,7.7,3,62,72,9.001,13.691,14.42,5,83,100,4.901,8.357,9.311,3,75,38,6.099,8.793,9.542,3,67,78,11.793,14.695,15.117,3,0,90,1.462,7.551,8.295,5,100,100,3.867,6.969,7.79,3,50,90,0.082,7.549,8.347,4,29,75,7.689,10.078,10.879,3,0,100,8.231,12.025,12.711,5,49,51,5.117,8.545,9.102,3,68,76,9.301,14.155,14.986,4,78,73,2,21,1,3,4,6,603e14a5a9a789dbce4ae50b,603e14a5a9a789dbce4ae50b,610fa0817bba062b1fb158c5
2021-08-08 21:16:29,2021-08-08 21:18:31,0,62.31.146.220,100,121,1,2021-08-08 21:18:31,R_3gMHmNzaojToePQ,,,,,51.268707275390625,0.5782928466796875,anonymous,EN-GB,1,7.046,8.941,9.813,2,30,70,2.306,3.522,4.261,2,100,82,4.61,6.401,7.24,2,25,22,6.356,8.03,8.623,2,84,88,4.957,7.661,8.515,2,60,16,3.785,6.913,7.684,3,0,100,5.071,6.199,6.977,2,72,100,2.94,5.996,6.473,4,100,100,1.921,5.905,6.836,3,69,71,3.262,4.509,5.12,2,0,100,3.012,5.259,6.072,4,88,100,3.111,4.983,5.609,3,100,100,2.954,3.906,4.517,2,100,100,4.697,6.617,7.2,2,65,88,2,29,1,4,7,7,5efc76ccb3e79801de0576d0,5efc76ccb3e79801de0576d0,610fa0817bba062b1fb158c5
2021-08-08 21:14:47,2021-08-08 21:20:03,0,85.255.236.229,100,316,1,2021-08-08 21:20:04,R_1pA4iMDGSzJ7W36,,,,,51.49639892578125,-0.122406005859375,anonymous,EN-GB,1,7.535,9.998,15.012,2,0,100,5.011,8.792,10.291,3,0,100,7.016,10.511,15.114,3,31,71,11.732,14.807,15.016,5,100,,7.56,10.672,15.11,3,72,71,6.589,11.731,15.112,3,73,79,7.172,13.98,15.02,5,100,99,8.499,14.971,15.008,8,99,100,8.105,9.811,15.015,2,74,75,7.098,11.493,15.112,2,100,68,5.037,9.014,15.014,3,100,100,9.253,12.629,14.418,3,29,73,6.757,8.429,15.115,2,70,71,9.395,14.476,15.011,4,100,100,1,57,1,4,5,5,5aa8bd26f6dfdd0001eb1a9e,5aa8bd26f6dfdd0001eb1a9e,610fa0817bba062b1fb158c5
2021-08-08 21:16:42,2021-08-08 21:20:15,0,82.132.239.185,100,213,1,2021-08-08 21:20:16,R_3g5ej8Y95V4G5r1,,,,,53.75909423828125,-1.5897064208984375,anonymous,EN-GB,1,7.775,9.778,10.944,2,20,100,8.13,13.053,14.351,3,22,100,7.038,11.14,12.406,3,65,100,9.73,13.291,15.107,3,83,100,9.47,11.317,13.646,2,58,100,5.403,7.07,8.482,2,100,100,10.9,13.547,15.008,2,53,100,9.644,11.361,13.574,2,100,100,9.762,11.754,12.984,2,29,100,6.299,7.741,8.968,2,100,100,0,0,0.151,0,,,10.055,12.081,14.542,2,0,100,7.813,9.7,10.914,2,100,100,11.375,12.965,15.112,2,100,100,1,52,1,3,6,6,5f985cd09003f31114925c24,5f985cd09003f31114925c24,610fa0817bba062b1fb158c5
2021-08-08 21:18:08,2021-08-08 21:21:32,0,78.86.191.225,100,204,1,2021-08-08 21:21:33,R_XZeXxgEpP02wdk5,,,,,51.49639892578125,-0.122406005859375,anonymous,EN-GB,1,3.754,5.679,6.47,3,34,,2.837,4.612,5.136,3,69,90,7.46,11.426,12.094,4,66,34,4.906,10.659,11.418,6,67,69,7.319,13.562,14.592,7,68,65,3.366,6.468,7.081,4,91,75,4.302,7.3,7.883,4,100,94,5.713,7.123,8.092,3,69,56,3.747,10.104,10.872,6,22,92,2.856,5.383,6.057,4,69,70,5.509,8.075,8.591,4,1,100,7.801,10.115,11.05,4,34,63,5.173,11.702,12.237,8,74,87,7.108,12.217,13.022,4,11,19,1,20,5,2,6,6,5d002470f4534000181d5e09,5d002470f4534000181d5e09,610fa0817bba062b1fb158c5
2021-08-08 21:19:24,2021-08-08 21:25:04,0,95.145.78.144,100,339,1,2021-08-08 21:25:05,R_1OjeqbU7nI6BL2V,,,,,53.415496826171875,-2.1219940185546875,anonymous,EN-GB,1,6.727,9.018,15.01,2,4,87,8.417,11.188,12.639,2,73,37,8.036,11.373,12.876,2,30,50,0.221,14.292,15.011,3,97,,8.064,11.757,15.109,3,96,86,9.094,12.886,14.019,3,46,72,8.86,11.387,15.01,2,9,85,10.638,14.835,15.01,3,100,100,5.201,8.732,10.024,2,69,67,7.839,10.397,11.38,2,14,93,7.253,14.284,15.011,2,33,,8.083,10.33,15.01,2,69,69,6.625,8.251,9.448,2,31,83,14.977,14.977,15.009,1,95,,1,28,1,3,6,6,60b53f68bfe3e7b6390133c0,60b53f68bfe3e7b6390133c0,610fa0817bba062b1fb158c5
2021-08-08 21:23:19,2021-08-08 21:28:07,0,5.198.3.107,100,287,1,2021-08-08 21:28:07,R_3lRe5O0XZjJtW4E,,,,,53.7678070068359375,-0.300506591796875,anonymous,EN-GB,1,0.631,13.252,15.038,5,37,,3.401,6.374,7.238,3,65,25,6.958,13.569,15.029,4,47,14,14.287,14.287,15.159,1,79,,8.001,11.212,13.143,3,74,68,2.858,6.318,15.013,3,31,,8.745,12.101,12.984,3,40,31,4.801,7.791,8.5,3,79,75,11.237,12.355,15.126,2,99,,2.001,7.166,7.934,4,85,29,4.854,7.337,8.263,3,34,26,5.216,7.372,8.179,3,34,20,8.9,8.9,15.066,1,75,,9.093,14.631,15.031,2,,,1,58,1,5,5,5,607c5af095d4f618fc21a1d1,607c5af095d4f618fc21a1d1,610fa0817bba062b1fb158c5
2021-08-08 21:36:00,2021-08-08 21:38:47,0,80.192.192.206,100,167,1,2021-08-08 21:38:47,R_3QS0bmelonRFlzk,,,,,52.3961944580078125,-1.9333953857421875,anonymous,EN-GB,1,4.972,9.385,10.375,3,56,68,3.034,6.008,7.538,3,9,88,5.825,7.181,8.316,2,34,67,6.294,10.531,11.781,4,100,100,7.763,9.747,10.88,2,75,73,3.452,6.751,7.813,4,81,81,6.143,7.942,9.787,2,11,83,6.001,8.474,10.048,3,88,84,2.896,6.837,7.983,4,17,80,4.647,7.024,8.595,2,100,100,4.157,5.392,6.653,2,68,68,5.703,7.996,9.718,2,79,81,5.108,7.977,9.494,2,69,69,6.239,10.492,11.827,2,100,90,2,45,2,3,6,7,5e0521c0b1f222f80f379478,5e0521c0b1f222f80f379478,610fa0817bba062b1fb158c5
2021-08-08 21:36:36,2021-08-08 21:40:38,0,92.21.53.125,100,242,1,2021-08-08 21:40:38,R_2ceazRIHFSnSG1K,,,,,53.8108978271484375,-1.636993408203125,anonymous,EN-GB,1,8.371,13.152,15.126,3,6,89,4.98,7.759,9.842,2,0,100,6.472,8.874,12.98,2,31,30,8.002,11.364,15.118,2,78,94,13.37,13.37,15.022,1,59,51,5.813,8.251,13.832,2,88,93,7.384,10.038,11.573,2,34,31,8.169,12.341,14.266,2,67,69,0.678,8.907,15.132,3,100,94,6.263,10.153,11.539,2,100,100,4.305,6.596,8.353,2,100,100,5.475,11.604,13.541,3,33,77,0.464,12.255,14.671,3,74,87,6.741,14.212,15.116,3,90,85,1,43,1,4,2,7,60813ad599f8aaedaf52ba29,60813ad599f8aaedaf52ba29,610fa0817bba062b1fb158c5
2021-08-08 21:39:38,2021-08-08 21:43:33,0,86.141.108.191,100,235,1,2021-08-08 21:43:34,R_3CUCJd2YhKkNMVm,,,,,51.577606201171875,-0.1947021484375,anonymous,EN-GB,1,6.436,9.231,10.028,2,33,83,7.137,10.185,11.279,2,52,14,6.148,8.732,9.787,2,67,20,7.722,9.91,10.764,2,100,100,7.48,10.956,12.193,3,59,19,5.442,11.858,12.949,2,50,9,7.875,13.58,14.467,4,24,73,7.232,12.039,13.085,3,67,66,5.509,9.092,10.774,3,34,69,10.717,12.715,13.573,2,90,77,5.835,8.196,9.252,3,70,55,8.525,13.746,14.899,6,43,72,6.738,9.916,10.894,3,33,56,11.625,14.516,15.006,2,26,,2,29,4,5,4,5,5c975c49700a2500011572ca,5c975c49700a2500011572ca,610fa0817bba062b1fb158c5
2021-08-08 21:41:45,2021-08-08 21:46:01,0,82.35.187.139,100,256,1,2021-08-08 21:46:01,R_215GV7SaustcdGc,,,,,51.139801025390625,-0.12060546875,anonymous,EN-GB,1,8.236,10.813,12.515,2,14,77,6.603,9.133,13.062,3,62,40,5.928,9.394,12.123,2,33,22,8.845,11.727,14.571,2,85,28,8.099,12.061,13.811,2,69,69,4.59,6.961,9.019,2,40,69,5.442,10.419,12.091,4,89,79,10.88,14.329,15.011,2,55,1,5.661,9.432,12.381,2,75,81,6.798,11.283,12.548,2,35,25,7.514,10.972,12.656,2,33,69,7.681,10.641,12.187,2,28,73,5.028,7.469,9.168,2,40,65,12.873,12.873,15.021,1,76,,2,60,2,2,4,5,603bc19228bb608c60c7b69e,603bc19228bb608c60c7b69e,610fa0817bba062b1fb158c5
2021-08-08 21:43:18,2021-08-08 21:47:04,0,82.132.237.137,100,226,1,2021-08-08 21:47:05,R_2WPuxd17uPJMVf3,,,,,52.5059967041015625,-1.8845977783203125,anonymous,EN-GB,1,5.682,9.018,9.745,4,35,38,6.448,9.574,10.451,3,37,71,7.718,10.742,11.583,3,31,74,0.036,11.401,12.193,4,91,80,2.701,12.494,13.148,5,86,83,11.32,12.765,15.114,2,68,77,12.501,14.563,15.028,2,34,,5.169,11.007,11.831,5,85,77,6.703,8.784,9.64,3,53,53,6.741,11.092,11.878,4,39,,0.933,4.633,5.799,2,,69,5.323,9.54,10.616,4,43,53,7.975,13.529,15.126,4,73,40,7.157,14.127,15.017,3,41,,2,62,1,3,5,4,5bd2169e317813000184b66b,5bd2169e317813000184b66b,610fa0817bba062b1fb158c5
2021-08-08 21:45:26,2021-08-08 21:49:02,0,86.8.69.104,100,216,1,2021-08-08 21:49:02,R_2sbfKECRXl2epZg,,,,,51.400299072265625,0.5290985107421875,anonymous,EN-GB,1,5.677,9.133,10.559,2,0,85,2.654,5.77,7.048,3,100,86,6.237,10.998,12.119,3,60,36,6.238,8.218,9.389,2,79,90,7.771,14.541,15.024,3,72,70,3.636,5.937,7.445,3,100,100,4.703,7.985,9.368,2,33,66,7.02,10.268,11.295,3,71,96,4.66,7.682,8.99,2,71,32,7.135,8.585,9.665,2,68,54,3.599,6.254,7.155,2,0,69,8.18,11.349,12.771,3,33,68,5.163,7.479,9.535,3,100,100,0.314,12.292,13.296,5,100,100,1,53,1,4,5,7,5fea2e6613597c51a166f24d,5fea2e6613597c51a166f24d,610fa0817bba062b1fb158c5
2021-08-08 21:51:38,2021-08-08 21:55:46,0,86.2.237.68,100,248,1,2021-08-08 21:55:47,R_D69h9n1RjlOgIDf,,,,,50.869598388671875,-1.3090972900390625,anonymous,EN-GB,1,1.445,14.243,14.756,6,7,72,5.438,8.57,9.184,3,64,66,2.312,14.76,15.01,9,50,,9.177,14.578,15.072,7,93,74,3.041,10.894,11.483,5,50,50,7.233,7.233,15.011,1,,,6.28,9.18,15.009,3,27,,6.713,13.028,13.787,5,32,75,7.304,9.119,9.665,3,53,73,1.647,13.347,14.076,6,70,73,0.564,9.049,9.891,4,83,75,0,0,15.112,0,,,9.236,11.32,13.193,3,50,69,0.262,14.5,15.011,3,88,,1,72,1,3,4,7,5ea03c73d219f50266b79ae4,5ea03c73d219f50266b79ae4,610fa0817bba062b1fb158c5
2021-08-08 21:52:29,2021-08-08 21:56:54,0,81.158.22.167,100,265,1,2021-08-08 21:56:55,R_1JKMvkCbz6qnZM1,,,,,52.51220703125,-2.371795654296875,anonymous,EN-GB,1,9.09,14.283,15.126,4,31,50,0.042,13.504,15.019,4,68,70,12.737,12.737,15.117,1,35,,9.538,13.663,15.123,3,100,100,12.172,14.566,15.01,2,68,,7.308,12.725,14.675,3,33,69,6.408,11.529,12.881,3,0,68,3.193,13.816,15.034,3,100,,4.864,14.787,15.122,4,32,68,7.787,12.684,14.872,4,68,51,7.876,12.703,13.801,3,31,100,9.271,14.237,15.029,3,33,33,8.9,12.924,14.204,3,33,34,0.165,13.704,15.011,4,100,69,2,23,2,4,6,2,6024e31c4ebe0920bbffd06d,6024e31c4ebe0920bbffd06d,610fa0817bba062b1fb158c5
2021-08-08 21:54:53,2021-08-08 21:59:41,0,92.233.184.10,100,287,1,2021-08-08 21:59:41,R_D0rae9J0nvL9I0V,,,,,56.1089019775390625,-3.2563018798828125,anonymous,EN-GB,1,8.41,10.714,12.251,2,13,100,5.538,8.897,9.882,2,68,81,7.24,9.927,12.009,2,65,61,9.636,12.453,15.018,2,72,53,11.365,13.947,15.116,2,67,72,6.812,9.148,10.336,2,20,83,7.864,10.225,12.003,2,32,71,7.246,9.823,10.851,2,100,100,4.865,9.49,13.894,2,100,100,0.436,14.05,15.016,3,66,70,5.576,8.273,10.106,2,18,100,8.217,11.519,12.514,2,32,81,5.325,7.622,10.014,2,0,100,11.616,11.616,15.013,1,71,69,1,71,2,2,5,5,5f674b595c87a8334c381ae7,5f674b595c87a8334c381ae7,610fa0817bba062b1fb158c5
2021-08-08 21:57:00,2021-08-08 22:00:18,0,81.155.112.91,100,197,1,2021-08-08 22:00:18,R_3kmFe5N0RkbC68x,,,,,51.6793060302734375,0.852203369140625,anonymous,EN-GB,1,3.924,5.886,7.618,3,11,83,3.967,5.849,6.949,2,62,82,4.641,6.831,8.153,2,68,11,7.393,10.115,15.009,2,51,41,7.844,9.53,15.008,2,51,4,3.896,5.678,6.734,2,0,100,5.268,6.494,7.863,2,60,65,4.554,8.322,9.255,4,100,86,3.354,6.775,7.72,3,45,36,4.931,7.838,10.749,2,33,82,4.551,6.494,7.536,3,33,63,4.712,8.134,9.126,3,18,68,0.427,9.854,11.525,3,1,96,10.384,14.222,15.107,4,36,55,2,23,2,4,5,5,5f441181bb3f780f570dc54c,5f441181bb3f780f570dc54c,610fa0817bba062b1fb158c5
2021-08-08 21:56:12,2021-08-08 22:00:36,0,137.220.72.182,100,263,1,2021-08-08 22:00:36,R_2dN3MiO1wcmo5A5,,,,,51.5041961669921875,-0.2198944091796875,anonymous,EN-GB,1,4.808,6.842,7.5,2,,100,7.422,13.08,15.008,3,3,100,9.468,12.617,13.931,2,8,88,6.658,11.073,12.537,3,100,100,12.666,12.666,15.021,1,51,,5.819,11.124,12.251,3,71,100,7.354,14.516,15.007,3,51,71,3.625,3.625,15.109,1,,,3.693,6.342,7.609,2,100,100,6.333,11.328,12.584,3,100,100,0.173,10.974,12.264,3,0,100,8.007,12.272,13.512,3,0,89,0.274,12.999,14.473,4,69,75,11.182,11.182,15.01,1,100,,2,50,4,3,6,5,5d6afdac0259a400194d94cb,5d6afdac0259a400194d94cb,610fa0817bba062b1fb158c5
2021-08-08 22:00:44,2021-08-08 22:04:39,0,194.75.4.10,100,234,1,2021-08-08 22:04:40,R_2YXugPheC5v4YQV,,,,,55.21429443359375,-3.4093017578125,anonymous,EN-GB,1,6.734,10.76,11.425,3,58,33,8.42,10.215,10.878,2,42,61,5.518,9.481,10.344,2,30,16,7.311,11.716,12.366,2,70,65,5.802,10.008,10.713,2,43,32,4.749,8.499,9.031,2,87,75,5.939,9.924,10.512,3,68,38,6.129,9.32,10.05,2,41,26,4.487,11.05,11.733,5,67,70,6.217,9.909,10.451,2,95,98,7.26,7.26,10.852,1,70,,6.04,8.28,8.947,2,61,24,6.642,11.417,12.18,2,61,80,11.131,12.948,13.493,2,91,70,1,60,2,3,5,5,59e60f9a3e4b5a00016aa0cd,59e60f9a3e4b5a00016aa0cd,610fa0817bba062b1fb158c5
2021-08-08 22:03:41,2021-08-08 22:06:55,0,82.18.181.12,100,193,1,2021-08-08 22:06:55,R_bQ0TAr3r9NeRDNv,,,,,53.80169677734375,-1.7848052978515625,anonymous,EN-GB,1,5.406,10.114,11.399,3,33,69,4.776,6.5,7.526,2,35,67,5.412,8.662,9.754,2,51,0,7.114,9.398,10.329,2,73,70,6.101,7.344,8.58,2,51,51,4.835,6.372,7.322,2,51,51,6.734,8.333,9.446,2,69,71,7.711,8.779,10.024,2,72,69,6.562,8.11,9.021,2,99,100,6.682,7.864,8.735,2,51,51,4.132,5.13,6.017,2,51,51,8.008,11.088,12.669,2,51,51,5.4,7.434,8.395,2,0,100,9.52,13.091,14.097,3,80,74,1,68,1,2,5,5,6086c333d6eb73cfdd564e90,6086c333d6eb73cfdd564e90,610fa0817bba062b1fb158c5
2021-08-08 22:08:00,2021-08-08 22:11:49,0,90.195.113.52,100,229,1,2021-08-08 22:11:49,R_3Rz6APfxNqjqv1x,,,,,56.0348052978515625,-3.4980926513671875,anonymous,EN-GB,1,7.421,11.58,13.074,3,51,51,0.424,11.093,12.124,4,34,71,9.492,13.878,14.879,3,30,72,8.463,12.222,13.361,3,100,100,10.09,13.803,15.018,3,72,84,7.681,14.578,15.128,3,32,75,3.206,11.547,12.78,4,70,75,7.119,13.851,14.733,4,30,69,0.326,10.178,11.223,4,100,100,6.743,10.325,11.5,3,100,100,5.813,9.455,10.433,3,71,73,8.532,13.667,14.541,4,32,100,6.153,10.049,11.145,3,0,100,0.14,14.396,15.021,5,100,100,1,59,2,3,5,5,5f6737563d3b6503b3da6ff7,5f6737563d3b6503b3da6ff7,610fa0817bba062b1fb158c5
2021-08-08 22:15:13,2021-08-08 22:18:04,0,51.7.144.192,100,170,1,2021-08-08 22:18:04,R_2VO1DA5e1rnGOuq,,,,,54.32110595703125,-1.4875030517578125,anonymous,EN-GB,1,4.657,13.421,14.197,3,49,46,4.127,6.451,7.254,2,29,,1.882,2.938,3.693,2,62,57,2.417,4.467,5.142,3,62,61,8.866,12.278,13.035,3,53,64,0.194,9.403,10.168,4,62,61,7.764,9.432,10.453,2,52,55,2.132,4.621,5.465,4,61,58,2.044,7.901,8.532,4,37,57,7.033,9.43,10.199,2,83,63,5.874,9.634,10.394,3,62,57,2.249,8.295,9.317,3,53,57,1.241,2.318,3.067,2,61,64,12.516,14.644,15.033,2,55,,1,,1,4,5,5,5e957b3740aaf48f56b24c7d,5e957b3740aaf48f56b24c7d,610fa0817bba062b1fb158c5
2021-08-08 22:15:07,2021-08-08 22:18:44,0,213.249.156.206,100,217,1,2021-08-08 22:18:45,R_UuXFfdbQ56b5HIl,,,,,53.7606048583984375,-0.3733978271484375,anonymous,EN-GB,1,6.234,8.441,9.918,2,67,68,3.776,5.705,7.219,2,65,65,8.666,12.817,13.941,2,31,0,7.854,10.432,11.886,2,100,69,6.757,8.583,9.677,2,100,100,4.36,7.678,9.166,2,30,30,6.188,8.88,10.245,2,31,30,6.914,8.721,9.837,2,0,100,5.662,8.731,10.017,2,100,100,5.74,8.132,9.313,2,100,100,4.556,8.282,10.119,2,18,67,6.894,12.144,13.671,3,37,34,5.567,8.231,9.544,2,65,67,6.449,8.234,9.183,2,100,100,1,54,1,2,7,7,5bad1d74d4d34100017cd193,5bad1d74d4d34100017cd193,610fa0817bba062b1fb158c5
2021-08-08 22:15:33,2021-08-08 22:19:15,0,90.210.76.76,100,221,1,2021-08-08 22:19:15,R_1JW4YxZ6O3lYpip,,,,,53.6920928955078125,-2.5614013671875,anonymous,EN-GB,1,7.593,10.311,11.294,3,37,37,3.567,5.518,6.265,3,68,71,9.809,12.337,13.103,3,71,51,8.673,11.784,12.494,4,100,100,11.102,13.188,13.937,4,51,51,3.377,5.378,6.147,3,67,70,7.74,11.651,12.33,3,51,70,8.305,12.586,13.435,4,66,51,7.011,8.554,9.271,3,51,51,5.261,8.345,9.09,3,100,100,4.562,6.794,7.536,3,34,70,5.377,11.609,12.272,6,34,71,4.711,7.612,8.438,3,51,51,10.741,13.913,14.74,4,100,100,2,69,1,4,6,6,5af6037d57516b0001410378,5af6037d57516b0001410378,610fa0817bba062b1fb158c5
2021-08-08 22:18:54,2021-08-08 22:23:41,0,90.212.7.59,100,286,1,2021-08-08 22:23:41,R_1fZ8b0xmeJWVd1C,,,,,53.460601806640625,-2.2572021484375,anonymous,EN-GB,1,3.708,9.945,12.6,3,0,100,3.734,9.918,10.582,4,88,87,3.609,12.851,15.109,5,10,29,2.293,11.382,12.177,5,100,100,0.041,13.541,14.398,5,53,50,3.073,10.038,11.023,4,68,66,3.566,12.672,13.942,5,80,67,4.072,12.535,13.359,4,68,34,5.058,10.225,11.962,3,67,0,3.178,11.407,12.353,5,69,65,3.356,8.402,9.168,4,0,100,5.262,11.481,12.557,4,0,14,3.198,9.218,10.079,4,67,67,6.114,14.052,15.136,4,100,68,1,68,1,4,4,6,5bff0a8e5e624e0001ad3eb0,5bff0a8e5e624e0001ad3eb0,610fa0817bba062b1fb158c5
2021-08-08 22:22:16,2021-08-08 22:26:10,0,92.23.44.238,100,233,1,2021-08-08 22:26:10,R_3EuTa7PkG6QmQj9,,,,,50.7333984375,-1.9246063232421875,anonymous,EN-GB,1,11.798,13.446,14.388,2,31,72,5.853,9.26,10.054,3,96,99,8.932,12.388,13.739,2,1,100,9.243,11.123,15.126,2,100,100,11.67,11.67,15.019,1,31,,6.291,9.251,10.138,2,33,72,8.184,11.552,12.791,2,32,68,9.657,11.64,12.79,2,69,69,5.141,7.333,8.454,2,99,100,0,0,15.014,0,,,4.371,11.518,12.615,4,34,67,7.119,9.249,10.873,3,34,73,7.22,9.187,11.126,2,68,69,7.626,9.452,10.801,2,94,32,1,73,6,2,6,6,5f017162f1a82a2aeb59524d,5f017162f1a82a2aeb59524d,610fa0817bba062b1fb158c5
2021-08-08 22:21:28,2021-08-08 22:26:28,0,5.65.210.157,100,300,1,2021-08-08 22:26:28,R_3KqEN1va4isHc8V,,,,,51.0872039794921875,-3.000701904296875,anonymous,EN-GB,1,5.497,10.34,11.884,6,32,73,3.952,5.605,6.185,3,70,67,5.202,12.527,13.988,10,37,68,2.747,6.913,9.747,3,72,67,5.797,8.868,9.559,5,70,68,3.753,7.556,8.658,5,35,72,5.705,8.196,8.971,3,62,34,8.407,11.452,12.909,5,71,69,3.277,11.445,12.286,12,66,38,6.726,8.661,9.335,3,71,73,3.432,8.259,8.784,5,30,30,1.488,12.783,13.558,8,34,36,6.11,14.172,15.013,7,77,71,11.39,14.945,15.008,4,65,34,2,41,4,4,4,4,5ff09580c5f99b447ba74e0a,5ff09580c5f99b447ba74e0a,610fa0817bba062b1fb158c5
2021-08-08 22:24:17,2021-08-08 22:26:39,0,92.9.243.30,100,142,1,2021-08-08 22:26:40,R_D0HcBPXxWXjSH2F,,,,,52.3957977294921875,-1.4795989990234375,anonymous,EN-GB,1,3.992,5.219,6.047,2,25,82,7.928,8.825,9.546,2,84,69,5.548,6.46,7.317,2,28,51,8.068,9.899,10.785,3,67,66,6.988,8.144,9.014,2,51,4,6.146,7.971,8.861,2,62,56,4.362,5.344,6.014,2,65,51,8.815,10.251,10.987,3,68,70,4.088,7.001,7.363,3,100,89,3.435,4.465,5.158,2,74,64,6.681,10.373,15.021,4,32,84,3.595,4.633,5.417,2,33,35,5.025,7.281,8.195,3,75,63,4.448,5.268,6.037,2,59,51,1,44,1,4,5,6,57509aade19ee9000680df04,57509aade19ee9000680df04,610fa0817bba062b1fb158c5
2021-08-08 22:23:17,2021-08-08 22:26:58,0,213.107.82.121,100,220,1,2021-08-08 22:26:58,R_2pYPJfELlq6kjUa,,,,,52.351806640625,-1.277801513671875,anonymous,EN-GB,1,9.428,11.964,12.672,2,5,100,6.499,10.28,11.372,2,94,95,10.525,12.956,14.078,2,29,56,12.575,15.021,15.108,2,93,100,10.92,13.278,14.548,2,51,52,6.55,9.466,10.434,2,0,100,7.662,9.909,10.865,2,0,100,7.077,9.138,10.106,2,100,100,5.568,10.24,11.159,2,50,87,10.764,10.764,15.013,1,16,100,8.776,10.829,11.864,2,38,71,8.064,10.425,11.188,2,0,100,7.064,9.53,10.523,2,0,100,12.196,13.889,15.012,2,90,58,2,30,1,4,6,6,5f469d2422c1bc035b6ae209,5f469d2422c1bc035b6ae209,610fa0817bba062b1fb158c5
2021-08-08 22:24:19,2021-08-08 22:27:59,0,80.225.170.220,100,219,1,2021-08-08 22:27:59,R_1oFHuEtSK4sBGIS,,,,,53.480194091796875,-2.18670654296875,anonymous,EN-GB,1,6.594,11.724,12.779,2,55,60,10.396,13.33,15.115,3,0,,6.431,13.329,14.181,6,34,25,9.633,12.18,13.835,2,78,78,5.72,7.742,8.526,3,72,84,3.752,5.792,7.053,2,20,82,7.768,9.85,10.927,4,66,64,13.398,14.547,15.011,2,33,,5.483,10.784,12.19,4,39,69,5.307,9.984,10.879,4,68,68,5.899,9.043,9.759,4,100,80,9.87,14.818,15.013,3,31,,6.454,10.895,11.75,5,23,93,8.404,11.425,12.262,4,79,79,1,61,2,4,5,6,5fdf8fe29f4b9e80cc7f7f7d,5fdf8fe29f4b9e80cc7f7f7d,610fa0817bba062b1fb158c5
