StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q5,ab_f_ref_1,su_f_ref_1,va_f_ref_1,gm_f_ref_1,sa_f_ref_1,br_f_ref_1,pb_f_ref_1,c_ref_1,Q75_First Click,Q75_Last Click,Q75_Page Submit,Q75_Click Count,explain,Q82_First Click,Q82_Last Click,Q82_Page Submit,Q82_Click Count,ab_f_1,ab_c_f_1,Q94_First Click,Q94_Last Click,Q94_Page Submit,Q94_Click Count,su_f_1,su_c_f_1,Q93_First Click,Q93_Last Click,Q93_Page Submit,Q93_Click Count,va_f_1,va_c_f_1,Q92_First Click,Q92_Last Click,Q92_Page Submit,Q92_Click Count,gm_f_1,gm_c_f_1,Q91_First Click,Q91_Last Click,Q91_Page Submit,Q91_Click Count,sa_f_1,sa_c_f_1,Q90_First Click,Q90_Last Click,Q90_Page Submit,Q90_Click Count,br_f_1,br_c_f_1,Q89_First Click,Q89_Last Click,Q89_Page Submit,Q89_Click Count,pb_f_1,pb_c_f_1,Q88_First Click,Q88_Last Click,Q88_Page Submit,Q88_Click Count,su_n_1,su_c_n_1,Q87_First Click,Q87_Last Click,Q87_Page Submit,Q87_Click Count,ab_n_1,ab_c_n_1,Q86_First Click,Q86_Last Click,Q86_Page Submit,Q86_Click Count,va_n_1,va_c_n_1,Q81_First Click,Q81_Last Click,Q81_Page Submit,Q81_Click Count,gm_n_1,gm_c_n_1,Q85_First Click,Q85_Last Click,Q85_Page Submit,Q85_Click Count,sa_n_1,sa_c_n_1,Q84_First Click,Q84_Last Click,Q84_Page Submit,Q84_Click Count,br_n_1,br_c_n_1,Q83_First Click,Q83_Last Click,Q83_Page Submit,Q83_Click Count,pb_n_1,pb_c_n_1,Q79,PROLIFIC_PID,STUDY_ID,default,issue
2021-08-15 13:47:50,2021-08-15 13:53:49,0,86.170.253.56,100,359,1,2021-08-15 13:53:50,R_2zYXPhOpNykStAs,,,,,54.4407958984375,-0.8769073486328125,anonymous,EN-GB,1,,,,,,,100,82,15.351,19.733,59.798,2,Making irreversible changes requires a certain amount of maturity and life experience that cannot be achieved as a teen or early twenty-something. I am 28 and feel the gravity of such a decision would be quite a lot even for me.,4.667,8.431,9.618,2,23,19,5.356,7.102,9.187,2,35,20,3.657,5.195,6.242,2,1,93,2.788,4.425,5.485,2,85,39,5.245,6.661,8.331,2,18,36,3.183,4.674,5.575,2,97,96,4.554,6.77,8.125,2,100,86,4.5,7.059,8.373,2,70,30,2.346,8.954,10.202,5,22,85,4.733,6.366,7.532,2,42,21,2.771,6.984,8.196,3,23,17,6.025,7.901,9.88,2,29,43,3.171,4.427,6.837,2,96,95,7.073,11.26,13.091,4,98,88,6006a9fe62ad4f01f0f33e31,6006a9fe62ad4f01f0f33e31,611666eb61bb33529fc1877d,fact,pb
2021-08-15 13:49:40,2021-08-15 13:53:50,0,94.0.83.218,100,249,1,2021-08-15 13:53:50,R_3j0OaUL90J8sMhr,,,,,53.6757049560546875,-0.7191925048828125,anonymous,EN-GB,1,,,,,,,100,100,6.879,37.758,46.201,9,"I think as a teenager who is full of emotions, hormones and uncertainty making such a massive decision needs to wait for maturity",4.304,7.918,9.124,3,57,21,6.375,9.811,10.442,5,41,36,4.518,5.928,6.601,3,26,67,6.564,9.917,10.671,4,68,35,6.118,8.653,9.366,5,70,30,4.457,6.506,7.042,4,0,100,5.001,6.8,7.473,3,100,100,5.562,9.448,10.036,5,99,92,4.239,5.656,6.545,2,83,37,5.244,6.849,7.56,3,67,68,4.768,8.372,9.019,6,71,28,6.349,7.761,8.286,3,0,100,6.601,8.888,9.644,4,0,100,6.41,9.335,9.939,4,100,100,5ee1311e3348314f4f4a8d30,5ee1311e3348314f4f4a8d30,611666eb61bb33529fc1877d,fact,pb
2021-08-15 13:48:29,2021-08-15 13:53:52,0,81.105.137.133,100,323,1,2021-08-15 13:53:53,R_1f8GoTknG3VsQgL,,,,,55.830902099609375,-4.21429443359375,anonymous,EN-GB,1,,,,,,0,,100,9.629,40.182,73.132,7,"I believe to have an ethical product it should not undergo a process where anything is taken and harmed or potentially harmed or is kept in an unethical environment. ",9.097,11.096,12.02,2,69,69,6.576,10.799,15.017,3,100,100,5.703,7.04,7.978,2,67,100,3.526,7.065,7.632,3,0,69,6.067,8.701,9.623,3,51,31,3.27,4.791,6.003,2,0,100,10.418,12.568,13.29,2,100,100,5.072,9.614,10.591,3,50,68,4.987,9.734,10.596,3,100,67,6.243,8.377,9.472,2,33,68,3.779,7.493,8.194,3,100,100,7.91,11.651,12.386,3,49,32,2.704,5.158,5.964,2,0,100,4.677,8.43,9.482,4,0,100,610a692aec09ab089fd19550,610a692aec09ab089fd19550,611666eb61bb33529fc1877d,fact,br
2021-08-15 13:48:03,2021-08-15 13:53:54,0,94.5.236.70,100,350,1,2021-08-15 13:53:54,R_12ncELGVSLlWy5j,,,,,52.17999267578125,0.1815948486328125,anonymous,EN-GB,1,,,0,,,,,100,8.916,31.172,47.048,7,"vaccines have a vigorous standard of tests trials,the doctors who make these vaccines have been training for possibly a decade or more",4.789,7.899,9.107,3,51,51,6.305,14.094,15.018,6,0,68,7.241,12.727,13.995,5,1,100,4.301,9.442,10.782,5,100,100,8.121,11.483,12.62,3,51,51,4.59,11.827,13.041,3,,97,4.302,12.697,14.419,8,100,68,7.341,12.866,14.305,3,100,98,3.629,6.597,7.713,3,68,68,5.968,9.49,10.708,3,1,100,6.008,9.117,10.334,3,0,99,7.492,11.487,13.054,4,51,51,6.505,11.024,12.384,3,100,100,0.008,9.175,10.513,4,51,51,60b1073cfd6d4ef92a3fed74,60b1073cfd6d4ef92a3fed74,611666eb61bb33529fc1877d,fact,va
2021-08-15 13:47:25,2021-08-15 13:54:04,0,89.241.107.46,100,399,1,2021-08-15 13:54:05,R_9RlyIK1df59KMgh,,,,,51.57440185546875,-0.7136993408203125,anonymous,EN-GB,1,,,,67,,,,68,30.533,43.798,61.88,4,The food is eradicating aspects which can be harmful. It is modifying the food to be more efficient in the food chain.,7.824,9.586,10.904,2,75,34,13.023,14.429,15.107,2,67,30,10.765,12.188,13,2,2,85,3.906,4.93,6.153,2,67,74,6.202,10.356,11.496,3,73,73,1.233,10.809,12.402,3,0,100,9.875,14.342,15.106,4,39,84,12.516,12.516,15.011,1,80,,0.56,8.155,8.913,3,100,100,6.324,7.882,9.035,2,100,100,6.414,8.655,9.727,2,12,83,0.005,9.305,10.254,3,66,62,5.037,6.773,10.047,2,0,100,12.392,14.374,15.007,3,72,65,610b0dae56012bc2f6e66183,610b0dae56012bc2f6e66183,611666eb61bb33529fc1877d,fact,gm
2021-08-15 13:48:10,2021-08-15 13:54:06,0,176.254.85.134,100,355,1,2021-08-15 13:54:06,R_2vcUJhEp7n2cctj,,,,,51.4279022216796875,0.3896026611328125,anonymous,EN-GB,1,,,,2,,,,67,37.017,45.808,47.886,4,Crops should not be modified  but should be left as nature intended. Unless I knew exactly the process about modifying crops I would be 100 per cent against consuming them.,4.943,10.781,12.825,3,21,22,6.324,8.333,10.752,2,30,22,6.023,8.459,10.809,2,31,32,0.179,9.067,10.394,6,7,95,11.518,13.465,15.007,2,46,41,13.299,13.299,15.112,1,68,,5.052,6.643,7.975,2,95,94,9.582,14.338,15.107,4,68,,4.943,7.947,9.168,2,100,99,6.697,14.231,15.008,5,49,41,3.705,5.133,6.359,2,98,97,5.577,7.577,9.841,2,40,39,7.269,12.297,13.799,5,37,82,8.897,13.092,15.01,4,87,88,60bf6c5d802f1da3116d832d,60bf6c5d802f1da3116d832d,611666eb61bb33529fc1877d,fact,gm
2021-08-15 13:48:09,2021-08-15 13:54:06,0,2.31.215.255,100,357,1,2021-08-15 13:54:06,R_1FfSTZIEc0kLgxV,,,,,54.833404541015625,-1.626800537109375,anonymous,EN-GB,1,,,,,,,77,91,3.316,41.787,50.853,5,"From personal experience, I made changes to my body (surgery, hormone therapy) starting at the age of 17 because I am transgender. I had surgery not long after I turned 18. For me this was a life changing decision which I have never regretted - it was vital to my wellbeing.",4.316,6.488,8.851,2,51,0,3.641,5.27,7.11,2,56,0,5.228,11.062,12.28,4,61,72,5.376,8.599,9.044,3,64,33,9.526,12.909,14.044,2,40,65,6.035,10.072,11.864,3,31,33,5.943,9.43,9.761,3,79,85,8.291,10.327,11.784,2,64,34,5.135,7.099,7.958,3,31,67,6.419,12.169,14.014,3,84,90,4.608,6.476,7.3,2,67,19,4.116,5.856,7.594,2,100,100,6.359,7.962,9.145,2,0,100,9.461,14.499,15.012,4,30,84,5ff5b2c2752c6b04be6e0ef1,5ff5b2c2752c6b04be6e0ef1,611666eb61bb33529fc1877d,fact,pb
2021-08-15 13:48:10,2021-08-15 13:54:11,0,146.90.26.132,100,361,1,2021-08-15 13:54:11,R_28ScenA7DVj8QO9,,,,,53.0467987060546875,-1.9701995849609375,anonymous,EN-GB,1,,,,,,0,,100,18.173,20.907,51.425,2,"Animals are un cooperative, and cant tell you what there are feeling or if the product being tested is preforming its required function.. There are people in the world who we could test on for pay, and they would be glad off the chance and money.",5.939,10.82,11.794,3,65,68,6.079,8.13,8.897,2,66,85,5.603,8.431,9.261,2,18,85,2.358,3.905,4.75,2,100,100,7.816,11.367,13.004,3,67,74,4.107,7.538,8.509,3,33,67,8.693,10.506,11.335,2,100,100,4.426,6.894,8.089,2,69,75,4.384,6.211,7.075,2,0,100,6.454,9.54,10.541,2,67,32,3.808,5.876,6.727,2,0,100,4.706,7.577,8.981,3,0,100,3.616,5.484,6.331,2,0,100,7.677,10.224,11.255,2,75,86,5f56bfb85619fa12df98d7d7,5f56bfb85619fa12df98d7d7,611666eb61bb33529fc1877d,fact,br
2021-08-15 13:48:17,2021-08-15 13:54:26,0,86.12.42.94,100,368,1,2021-08-15 13:54:26,R_8GFUrEBEeQmEMzn,,,,,51.4405975341796875,-0.14239501953125,anonymous,EN-GB,1,67,,,,,,,45,11.536,72.687,74.395,9,I believe that the fetus cannot feel pain until the end stages of pregnancy. Pro life advocates attempt to shame women who are having an abortion by claiming that the fetus feels pain as early as 20 weeks.,1.305,6.23,7.344,3,85,35,1.331,4.641,5.545,4,69,70,1.053,8.002,9.15,7,30,68,1.508,6.756,7.952,4,67,69,1.497,7.505,8.375,5,68,29,2.497,8.1,9.198,4,72,69,1.467,6.736,7.802,4,78,67,1.201,7.039,7.919,5,72,72,0.12,6.611,8.349,3,,68,1.908,9.038,9.93,4,3,96,1.393,7.18,8.038,5,30,70,1.836,5.885,6.931,2,,30,1.622,7.875,9.093,5,63,65,2.079,14.79,15.012,8,76,,60fd064693767fcb40666fe9,60fd064693767fcb40666fe9,611666eb61bb33529fc1877d,fact,ab
2021-08-15 13:49:56,2021-08-15 13:54:37,0,86.179.83.46,100,280,1,2021-08-15 13:54:37,R_2xKKTWH2DXmLB0p,,,,,55.899505615234375,-3.5236968994140625,anonymous,EN-GB,1,,,21,,,,,99,6.864,34.798,45.818,7,"I've been following the advice of experts and I've looked at the original data myself (eg. JCVI, Dr John Campbell, University of Oxford, Professor Tim Spector, Phase III Trial Data). I know that side effects of the vaccines are common but mild. I know, from the trial data, that severe side effects are rare compared to placebo. ",3.201,5.424,6.34,2,28,23,4.052,6.264,7.658,2,1,98,2.181,6.631,7.564,4,21,100,2.678,4.202,5.167,2,100,100,3.368,5.3,6.301,2,0,100,3.594,7.114,8.078,4,93,94,7.213,12.589,13.05,4,82,100,5.366,7.877,8.31,3,100,100,4.88,6.974,8.005,3,55,63,5.418,8.112,9.181,3,100,100,2.064,7.891,8.8,3,0,100,6.706,8.174,9.097,2,0,100,4.565,7.46,9.176,2,97,97,6.113,7.929,8.918,2,100,100,5e1dcb521a938a1356cc585e,5e1dcb521a938a1356cc585e,611666eb61bb33529fc1877d,fact,va
2021-08-15 13:48:36,2021-08-15 13:54:37,0,195.213.139.16,100,360,1,2021-08-15 13:54:38,R_3M54TYLNyJyxWfJ,,,,,54.5395965576171875,-5.975006103515625,anonymous,EN-GB,1,,,,67,,,,79,13.786,37.5,46.876,7,"I believe growing crops by nature not man created is the best for humankind, but GMO crops is next best thing for  people who need it to be bit cheaper to afford  and largely will help keep alive for many third world poorness. It good to have it as back up in urgent needs.",6.937,9.561,10.752,3,18,76,7.054,10.1,11.453,3,37,58,1.076,8.763,9.801,4,37,85,2.841,6.962,9.105,3,67,75,11.628,13.87,15.013,2,10,,4.188,6.176,7.588,2,39,76,6.376,9.64,10.844,3,95,43,10.185,13.12,15.123,3,64,71,3.772,6.997,8.238,4,92,98,4.204,9.128,9.993,4,65,85,3.279,4.939,6.43,2,5,72,5.097,6.906,8.279,2,8,67,3.351,9.167,10.365,4,32,78,9.692,12.878,14.322,3,86,66,607081b0ecb2499634a349dd,607081b0ecb2499634a349dd,611666eb61bb33529fc1877d,fact,gm
2021-08-15 13:49:18,2021-08-15 13:54:37,0,82.37.88.21,100,319,1,2021-08-15 13:54:38,R_2WZJY2Dp6SwsU1J,,,,,51.4622955322265625,-2.550201416015625,anonymous,EN-GB,1,,,0,,,,,34,13.835,18.419,46.397,3,"cases of complications from vaccines are reported to be rare, although not always mild. So I suppose my response would have been rare but not always mild.",3.436,13.298,15.007,5,47,9,6.813,8.185,9.868,2,40,42,0.335,7.689,15.006,5,1,28,5.736,7.528,17.419,2,,32,13.425,13.425,15.061,1,67,,2.955,4.303,7.526,2,66,33,0.399,13.885,15.107,4,58,62,8.595,14.791,15.006,5,74,61,8.025,8.94,15.007,2,,36,0.155,9.709,15.11,4,35,55,5.3,8.62,10.241,3,42,44,3.883,7.063,9.23,2,62,55,3.395,6.377,8.401,2,55,54,13.854,13.854,15.006,1,59,,61030f837d772389c2b46051,61030f837d772389c2b46051,611666eb61bb33529fc1877d,fact,va
2021-08-15 13:47:49,2021-08-15 13:54:40,0,86.137.201.188,100,411,1,2021-08-15 13:54:40,R_273SA6M9qErf0fH,,,,,54.012298583984375,-1.19500732421875,anonymous,EN-GB,1,,,6,,,,,89,19.127,25.158,95.224,4,"compared to the diseases modern vaccines prevent, measles, rabies, covid, meningitis etc, the side effects are usually a sore arm and maybe a day of feeling a bit rough. severe side effects are important but happen in few cases. ",4.936,7.152,7.733,2,71,74,2.072,5.028,5.506,4,23,83,3.587,5.123,6.034,3,8,92,4.976,8.973,10.049,3,94,95,1.738,2.934,3.296,3,87,100,2.687,3.249,4.331,2,90,91,3.862,7.903,8.354,5,85,33,2.158,3.949,4.445,3,100,100,1.774,2.745,3.275,2,24,85,5.368,6.378,7.51,2,74,92,1.903,3.398,4.211,3,0,100,2.444,4.548,5.211,5,96,98,2.46,3.666,4.089,3,93,99,1.354,8.149,8.539,7,51,100,5ea954b828c814030440af23,5ea954b828c814030440af23,611666eb61bb33529fc1877d,fact,va
2021-08-15 13:48:54,2021-08-15 13:54:47,0,77.96.128.197,100,353,1,2021-08-15 13:54:48,R_vwrii8afIIaeM25,,,,,51.3997039794921875,-0.251495361328125,anonymous,EN-GB,1,,,0,,,,,100,10.648,49.121,49.362,4,"Many people have been vaccinated with no side affects, whereas there are a loud minority of people who are reporting their side effects",5.245,6.191,6.635,2,71,55,6.713,7.53,7.88,2,24,80,2.085,3.357,3.944,2,0,100,4.02,5.315,5.707,2,81,100,3.287,5.311,5.991,3,57,45,2.837,4.493,4.918,3,77,60,8.183,10.6,11.062,2,75,60,3.516,4.79,5.14,2,100,77,12.684,13.441,13.889,2,54,57,5.219,5.219,7.626,1,,100,2.431,4.665,4.911,4,0,100,6.762,7.904,8.447,2,40,62,3.505,5.036,5.674,2,64,46,4.19,7.002,7.164,4,59,43,61044003f7692e8e2d33109e,61044003f7692e8e2d33109e,611666eb61bb33529fc1877d,fact,va
2021-08-15 13:50:45,2021-08-15 13:54:59,0,86.165.220.145,100,253,1,2021-08-15 13:54:59,R_3iUxxOn27H2YsKZ,,,,,53.8780059814453125,-2.3983001708984375,anonymous,EN-GB,1,,9,,,,,,100,8.972,34.99,46.334,6,"They have to agree to it to have a child put inside them. ",8.729,14.311,15.121,4,32,51,6.035,7.204,7.886,2,4,100,5.62,7.617,7.963,3,32,99,3.126,5.312,5.964,2,100,100,4.218,7.227,7.882,3,82,82,3.644,6.993,7.267,3,100,100,7.503,10.225,10.846,2,84,84,5.1,8.834,9.53,3,100,87,7.765,7.765,11.966,1,0,,3.057,12.025,12.636,3,68,70,3.694,6.064,6.562,3,0,100,7.601,10.081,10.715,2,67,68,5.746,13.584,14.928,5,95,86,8.922,10.414,10.948,2,100,84,5d4c4c7e8cbe900016c1f7a3,5d4c4c7e8cbe900016c1f7a3,611666eb61bb33529fc1877d,fact,su
2021-08-15 13:48:29,2021-08-15 13:55:03,0,109.148.191.7,100,393,1,2021-08-15 13:55:03,R_1rquIFNsm70Q55D,,,,,53.4084014892578125,-2.8379058837890625,anonymous,EN-GB,1,43,,,,,,,22,32.875,37.479,46.293,3,"I genuinely don't know when a foetus begins to be able to feel a sensation of pain. I believe it would be somewhere around the second trimester, but I don't think it would be able to experience pain the way you or I do, I feel as though it would be a much different experience that they may not even consciously comprehend. The pain trigger is there, but they may not necessarily experience pain the way we do, or register it as 'pain' until much later, possibly after birth, but the ability to actually FEEL whatever is triggering that response, I believe, comes in much earlier, hence my answer",4.074,9.439,11.542,5,39,22,2.337,4.253,5.563,3,65,45,3.306,7.589,9.07,4,20,54,4.637,6.277,6.906,2,71,77,4.52,5.846,6.71,2,59,29,2.994,6.043,6.694,3,11,70,3.636,4.815,5.913,2,20,78,3.436,5.95,6.822,2,68,80,2.533,4.623,5.911,3,27,78,3.66,9.673,10.238,6,1,91,3.774,5.366,6.695,3,29,63,4.223,6.257,7.301,3,42,28,3.449,4.897,5.587,3,26,67,4.573,8.086,9.314,4,20,44,597a13abbcae9f00014cd878,597a13abbcae9f00014cd878,611666eb61bb33529fc1877d,fact,ab
2021-08-15 13:50:34,2021-08-15 13:55:05,0,146.199.237.13,100,270,1,2021-08-15 13:55:05,R_uemYSbL958srWoh,,,,,51.4615020751953125,-0.140899658203125,anonymous,EN-GB,1,,,,,,100,,100,4.795,15.369,63.093,5,"It is my belief that this is necessary, and I also do not have any moral issue with this being practiced ",5.048,10.754,12.662,3,33,2,0,0,15.113,0,,,2.831,5.115,5.763,3,0,100,2.237,5.162,6.484,3,100,100,8.6,12.439,13.52,3,78,80,2.475,3.82,4.838,2,100,100,8.185,10.897,15.015,2,100,100,0,0,15.104,0,,,4.636,5.901,6.694,2,51,51,6.66,8.347,9.36,2,1,100,4.22,5.787,7.376,2,0,100,6.153,8.481,9.387,2,80,83,2.995,4.835,5.548,2,100,100,13.325,13.325,15.013,1,100,100,610c32ff725edfb119f3a868,610c32ff725edfb119f3a868,611666eb61bb33529fc1877d,fact,br
2021-08-15 13:50:25,2021-08-15 13:55:05,0,86.29.114.216,100,280,1,2021-08-15 13:55:05,R_us7BAqdJ6K1mYZr,,,,,53.39190673828125,-2.573699951171875,anonymous,EN-GB,1,,,,,100,,,100,25.165,45.038,46.702,3,Sexual contact is a basic human need and should be available to everyone.,6.234,14.122,15.015,3,20,11,8.845,12.349,13.367,4,0,100,5.377,13.28,15.109,3,30,,3.024,4.378,8.535,2,100,100,5.222,8.078,9.001,4,100,100,5.599,9.943,12.599,2,67,100,7.389,10.909,12.075,3,100,100,4.406,5.798,6.6,2,100,100,5.47,8.182,9.499,2,0,100,8.9,12.493,13.562,3,70,100,3.331,7.606,9.201,4,0,100,3.489,6.826,7.992,3,100,100,8.359,9.863,11.558,2,100,100,7.77,9.821,11.404,2,100,100,60e18fc810d0837bef0f5873,60e18fc810d0837bef0f5873,611666eb61bb33529fc1877d,fact,sa
2021-08-15 13:49:12,2021-08-15 13:55:06,0,86.164.215.18,100,354,1,2021-08-15 13:55:07,R_2aaTJBvwxJu4t2F,,,,,51.4936065673828125,-0.25830078125,anonymous,EN-GB,1,,,,,65,,,34,50.418,55.869,56.775,4,"because it can be harder to carry out sexual acts depending on the disability and the person's mobility. I see why assistance would be helpful but also people might be put off. also, everyone's sexual needs are different.",5.681,8.17,9.348,3,33,6,5.127,7.248,8.014,2,0,100,4.394,6.76,8.015,2,33,83,4.583,6.498,7.51,2,69,69,5.031,9.395,10.212,3,66,34,3.131,6.918,7.902,3,19,93,10.486,13.044,15.108,2,64,72,4.659,6.588,11.753,2,100,100,6.265,9.019,10.156,2,44,71,5.304,7.226,7.882,2,13,96,3.861,5.631,6.335,2,20,77,7.727,9.6,10.759,2,42,12,6.44,8.275,9.079,2,64,35,11.985,14.671,15.119,2,49,16,60fd1ef5f8aa1972c4ec89ec,60fd1ef5f8aa1972c4ec89ec,611666eb61bb33529fc1877d,fact,sa
2021-08-15 13:49:27,2021-08-15 13:55:23,0,86.172.10.101,100,355,1,2021-08-15 13:55:23,R_1DYAdpO4Ch8Wk4h,,,,,53.757293701171875,-2.723602294921875,anonymous,EN-GB,1,32,,,,,,,7,25.103,45.461,47.17,9,I believe medical professionals and their scientific research however it is not something I have personally looked into.,6.716,8.788,15.008,2,28,34,6.879,12.994,14.356,6,35,71,6.596,10.454,11.68,4,30,87,5.624,10.787,11.752,5,70,76,0.262,15.079,15.121,8,70,74,6.536,12.426,13.503,5,67,68,14.818,14.818,15.015,1,48,,7.568,13.662,14.135,6,97,72,8.891,14.551,15.017,3,53,32,8.199,11.919,13.224,4,90,75,6.465,12.189,12.73,5,34,31,0.19,12.338,13.82,5,32,35,10.578,14.405,15.01,4,71,79,13.354,13.354,15.014,1,88,,5e3c447f33122a0230476441,5e3c447f33122a0230476441,611666eb61bb33529fc1877d,fact,ab
2021-08-15 13:48:29,2021-08-15 13:55:31,0,86.21.248.181,100,421,1,2021-08-15 13:55:31,R_3KUzktwnJ4SSUFe,,,,,50.7519073486328125,-1.87060546875,anonymous,EN-GB,1,,51,,,,,,69,10.763,24.624,73.61,3,"There is no hard and fast answer to the question of whether a surrogate mother is being ""exploited."" You need to consider the individual circumstances that she is faced with. Is this the only source of income that she has? Is she being coerced into doing this by her husband or partner? Does she have some past experience that has led her to want to be this generous with another human being? Does she believe that this is appropriate financial compensation for the risks she undertakes becoming pregnant and having a child? This is just a brief list of the issues that you would have to consider before making a judgement about the situation.",4.558,6.25,7.201,2,37,44,3.417,5.854,6.756,2,51,75,3.401,7.579,8.401,2,51,71,2.766,5.747,6.702,2,51,73,5.078,7.95,8.876,2,51,68,3.245,6.182,8.9,2,51,74,11.948,11.948,15.018,1,82,,3.6,11.409,12.568,3,83,73,2.87,6.348,7.278,2,51,70,8.68,10.977,11.842,2,100,71,8.888,10.501,11.302,2,51,69,1.02,13.327,14.353,3,33,71,3.249,5.644,6.641,2,51,70,5.636,10.58,11.561,3,67,60,5e230311699ac45b327786dc,5e230311699ac45b327786dc,611666eb61bb33529fc1877d,fact,su
2021-08-15 13:48:41,2021-08-15 13:55:41,0,86.5.89.212,100,419,1,2021-08-15 13:55:41,R_333ftF9EoL2QvoG,,,,,51.5131072998046875,-3.1587982177734375,anonymous,EN-GB,1,,,,,,67,,25,20.247,26.487,49.368,3,"I dont think im educated enough to know whether animal testing is necessary, or if there are other methods of developing and testing these sorts of things. However, if I had to choose between testing on animals to ensure safe vaccines and medicines for people who need it, or not testing and therefore providing unsafe medicines, then i would have to choose to test on animals.",5.784,8.226,9.269,3,66,0,8.067,10.76,11.485,2,33,25,4.508,6.458,7.427,2,21,100,6.359,9.345,10.103,3,68,23,6.059,8.498,9.267,2,70,29,4.236,9.443,10.724,3,69,16,11.701,13.372,14.151,2,63,6,5.792,7.521,9.901,2,81,73,3.683,5.733,6.686,2,30,68,7.263,10.847,11.747,2,71,26,6.8,8.75,9.941,3,32,67,5.209,6.823,7.588,2,33,69,5.986,7.602,8.343,2,67,33,8.253,10.082,10.859,2,50,0,610129ab451539c332e9c68d,610129ab451539c332e9c68d,611666eb61bb33529fc1877d,fact,br
2021-08-15 13:48:47,2021-08-15 13:55:42,0,90.207.183.241,100,415,1,2021-08-15 13:55:43,R_1rJN5WaNP8ZRyCY,,,,,53.399200439453125,-2.7046966552734375,anonymous,EN-GB,1,,,,,34,,,71,10.788,56.846,58.351,12,"I do not agree that paid sexual assistance would help because who would pay for it and it doesn't seem right. Are those with physical disabilities giving their consent, and to those who will be paid, how do they feel about it? It does not seem a good way to spend money because I don't feel that this issue is important enough.",5.885,11.301,15.123,3,67,87,6.621,11.262,12.602,5,60,75,5.77,7.897,15.016,2,28,85,5.048,8.173,15.019,2,0,100,4.255,9.394,15.012,4,0,100,4.022,8.662,10.052,4,100,100,5.797,10.143,11.433,5,100,100,6.077,12.252,15.114,5,76,78,4.623,7.871,15.118,3,71,66,5.487,7.481,15.014,2,100,100,4.669,6.472,15.119,2,100,100,4.405,9.474,11.224,5,0,100,4.891,9.328,10.627,5,100,100,5.061,9.864,15.019,4,100,100,5ea3be1ded317135414dceff,5ea3be1ded317135414dceff,611666eb61bb33529fc1877d,fact,sa
2021-08-15 13:52:12,2021-08-15 13:55:53,0,5.65.52.213,100,221,1,2021-08-15 13:55:53,R_WcwefJBO9pq2xdn,,,,,52.4011993408203125,-1.689697265625,anonymous,EN-GB,1,,,,86,,,,72,2.34,51.68,51.96,9,"GMO's have been proven to be highly useful, and most critiques are based in psuedoscience",3.833,6.49,6.738,4,67,24,3.392,5.106,5.85,2,9,68,2.786,4.308,4.521,4,15,76,2.77,4.051,4.555,4,100,84,3.682,6.148,6.638,2,88,37,3.21,5.9,6.614,3,91,71,3.593,4.987,6.02,2,95,63,2.256,6.139,6.679,10,100,69,2.629,5.641,5.985,5,25,71,4.984,6.265,7.074,4,50,19,5.027,8.052,8.589,5,3,97,2.501,5.777,6.136,5,51,0,2.185,4.654,5.5,7,77,67,8.068,8.068,8.703,1,,18,60f6017cf0b5d89bc137e528,60f6017cf0b5d89bc137e528,611666eb61bb33529fc1877d,fact,gm
2021-08-15 13:49:13,2021-08-15 13:56:05,0,51.194.153.188,100,411,1,2021-08-15 13:56:05,R_22G2uJSfTD8xso6,,,,,52.0675048828125,-0.75689697265625,anonymous,EN-GB,1,,62,,,,,,33,6.146,30.591,47.836,8,"Pregnancy and childbirth is hard enough when it is for your own child. To then have to give the child up at the end, even if it is not biologically yours must be heart-breaking. There is a danger that vulnerable and desperate woman will enter in to a surrogacy just for the money and not be properly psychologically supported through the process and afterwards, especially if they go on to develop post natal depression. ",4.436,7.881,9.265,3,33,65,4.259,7.945,9.417,3,69,67,6.397,9.291,10.494,3,30,92,4.045,9.454,11.292,4,100,100,3.886,10.045,11.271,5,76,67,3.76,8.007,9.519,5,9,70,5.094,7.596,8.736,3,100,100,3.901,9.576,10.936,5,55,63,3.689,13.544,14.801,6,5,100,4.382,8.232,9.546,3,5,82,3.642,6.425,8.019,3,0,100,5.513,8.703,9.928,3,59,71,4.818,7.63,8.822,3,10,69,5.574,10.092,10.89,4,75,68,5ef9987d3139e872c3e7e7aa,5ef9987d3139e872c3e7e7aa,611666eb61bb33529fc1877d,fact,su
